outside box penalty,loss,step,epoch
1.0,1.1754539012908936,4,4
1.0,0.3644707202911377,9,9
1.0,-1.3747577667236328,14,14
1.0,-0.904956042766571,19,19
1.0,-1.0199509859085083,24,24
1.0,-1.417654275894165,29,29
1.0,-1.4894673824310303,34,34
1.0,-1.7095718383789062,39,39
1.0,-1.9213789701461792,44,44
1.0,-2.341851234436035,49,49
1.0,-2.9235496520996094,54,54
1.0,-3.348433017730713,59,59
1.0,-3.3365750312805176,64,64
1.0,-3.429440975189209,69,69
1.0,-3.188344717025757,74,74
1.0,-3.5924997329711914,79,79
1.0,-3.584616184234619,84,84
1.0,-3.5752172470092773,89,89
1.0,-3.6903200149536133,94,94
1.0,-3.6771745681762695,99,99
